,Gene_Name,Series1_NHBE_Mock_1,Series1_NHBE_Mock_2,Series1_NHBE_Mock_3,Series1_NHBE_SARS-CoV-2_1,Series1_NHBE_SARS-CoV-2_2,Series1_NHBE_SARS-CoV-2_3
12357,NDUFS4,561,445,827,437,421,1332
12358,ARL15,82,95,153,52,71,205
12359,HSPB3,4,3,1,1,2,6
12360,SNX18,331,303,511,289,264,744
12361,GPX8,516,503,885,388,447,1339
12363,DHX29,701,760,1768,629,677,1786
12364,SLC38A9,244,214,399,164,225,536
12366,IL31RA,51,30,60,23,37,92
12367,IL6ST,776,955,1940,823,927,2547
12368,ANKRD55,0,0,0,0,0,3
12369,MAP3K1,210,236,323,150,176,525
12370,SETD9,7,9,9,8,13,28
12371,MIER3,236,250,476,201,202,473
12372,GPBP1,549,486,920,493,510,1451
12373,ACTBL2,18,9,12,15,12,62
12374,PLK2,2353,2555,4662,2243,2409,6476
12375,PDE4D,78,89,120,78,77,244
12377,DEPDC1B,118,83,156,56,54,216
12378,ELOVL7,78,114,212,75,96,259
12379,ERCC8,76,98,180,71,73,246
12380,NDUFAF2,1520,1120,1679,1173,1363,3747
12381,SMIM15,431,325,758,360,322,1066
12382,ZSWIM6,808,712,1153,686,731,2091
12383,KIF2A,440,507,1099,331,388,1153
12384,DIMT1,145,145,332,124,150,323
12385,IPO11,104,116,236,83,93,289
12388,SREK1IP1,475,443,871,455,390,1262
12389,CWC27,906,857,1576,713,852,2024
12390,ADAMTS6,29,12,43,36,41,103
12391,CENPK,20,19,47,17,21,51
12392,PPWD1,414,447,769,318,386,1037
12393,TRIM23,104,124,190,77,100,231
12394,TRAPPC13,154,186,349,172,151,406
12395,SGTB,107,100,227,104,122,300
12396,NLN,912,781,1629,827,872,2454
12397,SREK1,2309,1914,2742,1399,1692,4727
12398,MAST4,1051,1082,1894,1251,1218,3611
12399,PIK3R1,480,444,938,323,369,1061
12400,SLC30A5,265,318,598,249,278,837
12401,CCNB1,293,250,514,208,230,580
12402,CENPH,33,33,100,28,28,73
12403,MRPS36,97,95,206,97,109,293
12404,CDK7,871,852,1603,841,900,2579
12406,TAF9,1244,1047,1658,959,1108,3108
12407,RAD17,313,338,700,285,273,790
12408,MARVELD2,516,434,741,383,435,1133
12409,OCLN,144,125,175,119,123,390
12413,NAIP,8,23,9,11,12,22
12414,GTF2H2,27,19,61,23,28,58
12415,BDP1,720,766,1419,644,770,2102
12416,MCCC2,858,756,1260,706,735,2279
12417,MAP1B,866,583,1207,768,768,2338
12418,MRPS27,908,789,1318,724,825,2389
12419,PTCD2,119,122,196,98,104,224
12420,TNPO1,1728,1728,3466,1625,1664,4672
12421,FCHO2,421,457,734,390,368,1299
12422,TMEM171,60,56,67,72,75,244
12423,FOXD1,111,113,204,107,88,260
12424,BTF3,4921,4353,7809,4204,4293,12884
12425,ANKRA2,321,289,459,252,230,703
12426,UTP15,263,196,432,190,221,626
12427,ARHGEF28,1064,886,1644,1022,1086,2989
12428,ENC1,1871,1756,2886,1383,1432,4770
12429,HEXB,852,828,1712,708,786,1938
12430,GFM2,1047,1034,1809,895,970,2726
12431,NSA2,2834,2258,3642,1955,2193,6511
12432,FAM169A,130,137,233,79,98,312
12433,GCNT4,63,76,162,54,42,106
12434,ANKRD31,5,6,6,2,1,11
12435,HMGCR,2016,1952,3269,1715,1890,5772
12436,COL4A3BP,650,666,1205,596,621,1742
12437,POLK,180,255,480,190,185,598
12439,POC5,130,125,174,93,110,389
12442,F2RL2,1,1,1,0,0,6
12443,F2R,535,507,1005,438,379,1145
12444,F2RL1,194,180,259,161,144,456
12445,AGGF1,362,367,703,324,363,985
12448,PDE8B,0,0,0,0,0,1
12449,WDR41,491,460,831,392,415,1209
12450,TBCA,2733,2107,3261,2681,2497,6323
12451,AP3B1,1211,1176,2287,998,1079,2927
12452,SCAMP1,505,450,885,421,408,1199
12453,LHFPL2,497,509,832,454,485,1415
12454,ARSB,210,150,257,165,169,518
12457,JMY,169,174,307,133,132,366
12458,HOMER1,166,152,296,127,175,424
12459,CMYA5,36,47,57,28,22,59
12460,MTX3,279,328,762,234,240,727
12461,THBS4,7,5,8,4,10,19
12462,SERINC5,866,832,1391,665,667,2007
12465,ZFYVE16,269,286,721,283,290,824
12466,FAM151B,11,1,16,2,6,20
12468,DHFR,91,128,146,91,90,216
12470,MSH3,180,180,347,184,160,475
12471,RASGRF2,4,4,28,7,3,30
12472,ZCCHC9,376,327,553,321,336,887
12473,SSBP2,280,300,417,171,239,537
12474,ATG10,76,36,87,46,51,116
12475,RPS23,4120,3060,5672,3142,3379,10416
12476,ATP6AP1L,21,18,33,22,17,40
12477,TMEM167A,821,856,2551,837,823,2335
12479,XRCC4,65,82,166,78,78,248
12480,VCAN,4261,4194,7498,3813,3864,9989
12481,EDIL3,83,99,122,61,70,162
12482,COX7C,1608,1390,2784,1326,1257,3727
12483,RASA1,1323,1147,2344,1240,1260,3817
12484,CCNH,300,261,423,252,244,748
12487,MEF2C,24,28,24,12,26,61
12488,CETN3,371,373,685,262,266,830
12489,MBLAC2,50,58,93,45,29,124
12490,POLR3G,207,160,279,193,218,539
12491,LYSMD3,110,162,475,181,169,440
12492,ARRDC3,1088,1153,1949,949,1052,2421
12495,FAM172A,146,175,333,147,126,309
12497,MCTP1,97,89,117,53,66,228
12499,TTC37,1430,1443,2871,1182,1301,3751
12500,ARSK,132,154,254,96,105,366
12501,GPR150,0,0,6,0,0,0
12503,SPATA9,2,1,0,1,0,4
12504,RHOBTB3,459,471,885,364,366,873
12505,GLRX,482,332,528,434,495,1422
12506,ELL2,2761,2513,4595,2517,2477,7584
12508,CAST,7222,5983,10032,4782,5244,16815
12509,ERAP1,299,304,447,263,301,745
12510,ERAP2,911,908,1492,818,884,2191
12511,LNPEP,248,266,429,203,199,553
12512,RIOK2,326,295,535,208,283,824
12513,RGMB,196,202,363,175,181,531
12514,CHD1,609,632,1159,588,634,1647
12517,FAM174A,143,223,395,208,193,520
12519,SLCO4C1,3,5,4,3,3,2
12520,PAM,2946,2821,4125,2329,2520,7028
12521,GIN1,65,38,104,50,41,148
12522,PPIP5K2,193,222,440,193,158,466
12523,C5orf30,90,88,134,67,76,198
12524,NUDT12,249,198,370,152,160,483
12525,EFNA5,207,209,335,172,138,541
12526,FBXL17,130,136,240,97,113,303
12527,FER,120,137,225,114,110,351
12528,PJA2,1122,1006,1817,867,980,2733
12529,MAN2A1,506,569,1183,461,533,1471
12530,TMEM232,2,2,5,3,2,12
12532,TSLP,34,42,55,30,29,85
12533,WDR36,399,438,771,357,344,1128
12535,STARD4,205,255,515,216,228,673
12540,EPB41L4A,371,296,552,248,284,831
12541,APC,773,694,1285,571,629,1692
12542,SRP19,1282,1040,1951,998,1187,3362
12543,REEP5,1291,1196,1935,1048,1176,3262
12544,DCP2,97,112,252,83,103,275
12545,MCC,1136,1064,1959,1108,1041,2989
12547,YTHDC2,541,592,1189,444,449,1249
12548,TRIM36,12,8,22,16,8,18
12549,PGGT1B,215,238,413,208,175,520
12550,CCDC112,153,163,391,126,150,392
12551,FEM1C,208,226,376,189,168,528
12553,TMED7,32,36,355,61,58,171
12554,ATG12,943,769,1263,653,739,1960
12555,AP3S1,484,430,1502,337,336,1230
12556,COMMD10,116,105,193,63,91,272
12557,SEMA6A,143,128,187,157,154,472
12558,DTWD2,21,20,48,25,27,85
12559,DMXL1,330,323,617,267,275,756
12560,TNFAIP8,214,250,604,244,244,703
12561,HSD17B4,2217,1855,3189,2211,2027,5621
12562,PRR16,8,6,12,2,3,21
12563,SRFBP1,181,171,316,151,152,413
12564,LOX,47,53,59,73,78,150
12569,SNX2,1054,833,1575,743,813,2158
12570,SNX24,206,160,298,173,190,490
12571,PPIC,552,484,719,475,478,1251
12572,PRDM6,0,0,0,1,1,3
12573,CEP120,292,249,406,166,229,645
12574,CSNK1G3,312,292,598,282,287,902
12575,ZNF608,386,383,613,263,301,861
12576,ALDH7A1,1998,1767,2833,1581,1857,4980
12577,PHAX,1144,977,1964,936,940,2882
12578,LMNB1,244,205,318,147,169,416
12579,MARCH3,5,8,8,1,4,15
12580,C5orf63,77,80,134,53,59,205
12581,MEGF10,1,1,1,1,1,2
12582,PRRC1,1573,1280,2100,1397,1382,4029
12583,SLC12A2,144,178,350,198,166,501
12584,FBN2,1677,1347,2243,1406,1399,4208
12585,SLC27A6,16,9,28,5,4,17
12586,ISOC1,141,117,197,121,109,269
12587,ADAMTS19,9,17,15,7,16,30
12588,CHSY3,10,2,14,6,2,11
12589,HINT1,2527,1962,3465,2291,2056,6442
12590,LYRM7,221,182,381,152,161,445
12591,CDC42SE2,345,388,810,322,319,1059
12592,RAPGEF6,214,198,382,176,197,529
12593,FNIP1,316,351,608,243,226,747
12594,ACSL6,2,2,4,2,2,0
12595,CSF2,9,12,8,66,43,202
12596,P4HA2,3844,3292,4307,3153,3462,9444
12597,PDLIM4,210,239,342,258,170,659
12598,SLC22A4,1,2,4,5,5,7
12600,SLC22A5,257,208,338,195,204,586
12602,IRF1,282,256,415,311,344,787
12603,RAD50,922,967,1974,793,796,2338
12604,KIF3A,720,637,1312,602,699,1923
12605,CCNI2,4,4,8,8,4,22
12606,SEPT8,1016,907,1456,899,843,2637
12607,SOWAHA,0,0,1,0,0,1
12608,SHROOM1,68,52,71,53,58,153
12609,GDF9,4,2,7,1,4,2
12610,UQCRQ,879,759,1077,644,578,2075
12612,AFF4,2542,2419,4186,2282,2189,6451
12613,ZCCHC10,236,193,351,124,146,418
12614,HSPA4,3696,3428,6252,3034,3142,9271
12616,C5orf15,850,713,1166,897,763,1998
12617,VDAC1,6448,4714,7898,5122,5877,16389
12618,TCF7,47,46,60,28,20,86
12619,SKP1,3704,3723,6977,3315,3599,9699
12620,PPP2CA,1175,1080,1973,905,1058,3258
12622,CDKL3,37,24,67,26,29,77
12623,UBE2B,151,222,467,170,180,520
12624,CDKN2AIPNL,122,104,206,99,105,298
12625,SAR1B,365,364,559,331,328,961
12626,SEC24A,462,405,841,494,468,1431
12627,CAMLG,177,199,419,168,150,446
12628,DDX46,1741,1396,2392,1326,1496,4115
12629,C5orf24,486,482,1065,489,439,1296
12630,TXNDC15,341,298,477,301,287,786
12631,PCBD2,74,71,81,60,62,234
12632,CATSPER3,3,4,2,4,2,21
12633,PITX1,332,444,653,529,289,993
12634,H2AFY,2974,2651,4037,2439,2586,7704
12636,TGFBI,16861,14252,21398,11529,12955,34402
12639,SMAD5,1236,1046,1729,828,852,2394
12640,SPOCK1,2287,2151,3681,1793,1903,5424
12641,KLHL3,114,120,145,66,81,237
12642,HNRNPA0,1053,1062,1586,1127,939,2776
12643,MYOT,11,6,6,3,7,23
12645,FAM13B,165,154,311,122,149,405
12646,NME5,17,20,37,9,12,43
12647,BRD8,691,633,954,505,562,1572
12648,KIF20A,337,284,447,212,268,681
12649,CDC23,580,567,1151,466,517,1325
12650,CDC25C,34,35,41,30,20,99
12651,FAM53C,670,713,1102,660,614,1862
12652,KDM3B,2213,1927,3058,1707,1895,5035
12653,REEP2,27,44,58,44,36,70
12654,EGR1,1856,2170,2783,1758,1710,4702
12655,ETF1,2252,1876,3599,1795,2085,5667
12656,HSPA9,6141,5396,8785,4909,5642,15539
12658,CTNNA1,8918,7564,11657,7259,7836,21877
12660,SIL1,688,686,1012,745,602,1780
12662,MATR3,5468,4435,7247,3830,4575,12276
12663,PAIP2,732,634,1043,493,548,1643
12667,SPATA24,22,18,20,15,27,45
12668,DNAJC18,88,98,137,54,74,187
12670,TMEM173,564,453,708,422,457,1272
12671,UBE2D2,590,547,1069,454,471,1308
12672,CXXC5,48,64,94,38,25,100
12675,PURA,186,188,352,201,152,465
12677,CYSTM1,567,489,734,498,437,1457
12678,PFDN1,754,630,1240,674,692,2124
12679,HBEGF,535,419,710,977,1055,3143
12681,ANKHD1,20,26,49,18,11,42
12684,SRA1,309,267,367,285,265,824
12685,APBB3,50,55,71,39,45,132
12686,SLC35A4,474,390,642,473,410,1238
12687,CD14,11,16,7,7,3,6
12688,TMCO6,60,70,120,63,38,171
12689,NDUFA2,174,194,246,165,113,442
12690,IK,2281,1903,3171,1827,2109,5904
12691,WDR55,516,447,670,497,486,1515
12692,DND1,11,14,16,7,6,20
12693,HARS,980,769,1364,970,950,2746
12694,HARS2,541,433,826,472,454,1435
12695,ZMAT2,2077,1567,2549,1234,1478,4677
12705,PCDHA9,0,0,0,0,0,3
12707,PCDHA11,4,3,1,4,2,11
12708,PCDHA12,3,5,3,3,4,0
12715,PCDHB5,14,17,6,10,9,33
12727,TAF7,1781,1461,2371,1259,1553,4224
12742,PCDHGB6,5,2,15,5,8,22
12746,PCDHGA12,16,17,21,19,17,60
12747,PCDHGC3,281,209,340,251,216,620
12750,DIAPH1,3536,3069,4978,2954,3311,9531
12752,HDAC3,745,640,988,695,708,2240
12753,RELL2,108,89,134,121,91,303
12754,FCHSD1,371,427,530,462,359,902
12755,ARAP3,374,386,549,410,368,1137
12756,PCDH1,1793,1957,2591,1851,1583,4799
12757,PCDH12,14,6,18,20,12,42
12758,RNF14,372,386,819,358,379,1156
12759,GNPDA1,873,664,1215,525,616,1569
12760,NDFIP1,849,973,1670,690,736,2342
12761,SPRY4,168,104,238,201,167,668
12762,FGF1,168,177,243,84,106,214
12763,ARHGAP26,192,151,260,129,149,459
12764,NR3C1,656,588,1192,527,516,1472
12765,YIPF5,674,604,1089,632,603,1742
12767,PRELID2,90,57,119,98,107,316
12768,GRXCR2,0,0,0,0,0,1
12769,SH3RF2,504,487,734,625,586,1687
12770,PLAC8L1,2,4,17,7,3,9
12771,LARS,2447,1910,3393,1703,2007,6167
12772,RBM27,967,795,1428,759,853,2454
12774,TCERG1,1892,1695,2877,1543,1649,4675
12775,PPP2R2B,15,11,35,21,20,38
12776,STK32A,28,29,64,10,22,43
12777,DPYSL3,383,331,558,266,292,846
12778,SPINK1,9,8,11,8,10,22
12780,SPINK5,729,550,852,444,532,1664
12781,SPINK6,1,0,0,2,2,6
12783,FBXO38,683,553,1126,549,597,1667
12784,HTR4,0,0,0,0,1,0
12785,ADRB2,365,368,585,526,594,1498
12786,SH3TC2,256,212,397,249,231,807
12787,ABLIM3,1671,1419,2330,1467,1523,4637
12788,AFAP1L1,273,253,438,308,335,916
12789,GRPEL2,146,143,233,159,147,480
12790,PCYOX1L,228,205,281,197,197,547
12791,CSNK1A1,2273,2279,4418,1831,2012,5731
12792,ARHGEF37,997,1034,1665,1029,1062,3000
12793,PPARGC1B,107,115,169,85,97,352
12794,PDE6A,5,2,9,5,5,10
12795,SLC26A2,340,310,577,224,230,616
12797,HMGXB3,1055,842,1375,1014,921,2804
12799,PDGFRB,6,0,0,0,0,1
12801,CAMK2A,1,2,3,5,2,5
12802,ARSI,147,159,232,173,109,351
12803,TCOF1,1009,942,1438,969,833,2744
12804,CD74,237,236,303,319,277,710
12805,RPS14,5192,4408,6778,4754,4330,14468
12806,NDST1,5712,5268,8229,4857,4443,13450
12807,SYNPO,3615,3188,4753,3646,3203,9471
12808,MYOZ3,2,3,6,6,3,16
12809,RBM22,604,539,813,447,567,1578
12810,DCTN4,511,450,821,423,458,1337
12811,SMIM3,165,169,280,151,145,430
12812,IRGM,0,0,0,0,0,1
12813,ZNF300,164,159,200,113,140,341
12815,GPX3,4633,4657,5872,2979,3378,10041
12816,TNIP1,2378,2178,3366,5215,4470,14280
12817,ANXA6,885,678,1079,872,837,2526
12818,CCDC69,145,124,219,131,140,383
12819,GM2A,5968,5480,8406,5279,5412,14695
12820,SLC36A1,255,265,359,197,196,632
12821,FAT2,6034,6315,8819,4322,4214,11944
12822,SPARC,1072,1062,1407,680,693,1995
12823,ATOX1,426,361,520,371,322,1097
12824,G3BP1,1722,1277,2400,1329,1530,4626
12825,GRIA1,0,0,0,0,0,7
12826,FAM114A2,540,494,769,381,458,1252
12827,MFAP3,544,527,1017,458,419,1170
12828,GALNT10,1639,1421,1984,1247,1282,3890
12829,SAP30L,170,172,264,170,163,466
12830,LARP1,4065,3405,5418,3600,3633,11063
12831,CNOT8,369,360,694,386,387,1001
12832,GEMIN5,410,337,600,329,373,1082
12833,MRPL22,547,443,703,383,450,1268
12834,KIF4B,0,0,2,1,1,1
12837,HAVCR2,0,0,6,0,0,7
12838,MED7,71,78,168,73,82,243
12839,ITK,1,0,0,0,0,0
12840,CYFIP2,247,229,347,183,225,612
12841,NIPAL4,677,724,1095,754,786,2104
12842,ADAM19,814,707,1083,805,812,2601
12844,THG1L,209,155,349,161,186,450
12845,LSM11,33,25,57,35,34,93
12846,CLINT1,2908,2472,3885,2145,2252,6858
12847,RNF145,1825,1558,2632,1575,1640,4710
12848,UBLCP1,377,411,1096,310,340,1021
12850,ADRA1B,32,30,38,22,17,84
12851,TTC1,1141,896,1710,853,940,2960
12852,PWWP2A,212,222,402,177,210,643
12853,FABP6,14,14,28,27,17,71
12854,CCNJL,141,134,180,154,130,402
12855,C1QTNF2,0,1,1,1,2,5
12856,SLU7,1023,851,1523,775,905,2648
12857,PTTG1,1045,862,1325,669,780,2167
12859,ATP10B,84,84,107,73,77,185
12860,CCNG1,192,366,1234,260,216,692
12861,NUDCD2,137,135,161,140,83,275
12862,HMMR,129,130,298,92,112,240
12863,MAT2B,418,352,670,349,315,945
12865,WWC1,643,642,1076,867,791,2531
12866,RARS,1215,1165,2073,1165,1184,3274
12868,PANK3,546,480,890,510,536,1615
12869,SLIT3,125,63,137,84,73,250
12870,SPDL1,219,191,328,155,190,533
12871,DOCK2,10,4,11,9,13,8
12872,GABRP,176,181,268,220,222,643
12873,RANBP17,23,29,52,19,19,46
12874,TLX3,0,0,1,0,0,0
12875,NPM1,9322,7935,14570,7614,8367,25065
12876,FGF18,5,4,3,2,0,2
12877,FBXW11,840,789,1523,725,731,2235
12878,STK10,981,817,1202,1010,962,2664
12879,UBTD2,293,197,406,212,283,711
12880,SH3PXD2B,1646,1590,2411,1864,1661,5247
12881,NEURL1B,499,449,756,583,586,1862
12882,DUSP1,999,1201,1857,1451,1314,3721
12883,ERGIC1,3308,2977,4588,2902,2943,9313
12885,RPL26L1,395,344,547,340,340,999
12886,ATP6V0E1,3458,3221,4761,3048,3042,8505
12887,CREBRF,117,99,157,64,82,178
12888,BNIP1,96,66,123,65,88,233
12889,STC2,205,183,323,199,197,694
12890,BOD1,412,371,641,376,349,1152
12891,CPEB4,488,428,783,407,376,1137
12893,MSX2,5,12,14,9,3,19
12894,SFXN1,448,520,747,419,398,1272
12895,CPLX2,0,1,1,9,0,1
12896,THOC3,1369,1135,1615,1015,1076,3041
12897,FAM153B,0,2,5,0,3,3
12899,SIMC1,67,65,93,54,53,184
12900,KIAA1191,1501,1302,2152,1448,1446,4272
12901,ARL10,25,25,50,31,27,76
12902,NOP16,493,359,555,425,455,1333
12904,CLTB,3284,3077,4783,3684,2855,9672
12905,FAF2,2107,1921,2949,1680,1780,5021
12906,RNF44,1093,1158,1620,1190,890,2871
12908,GPRIN1,68,52,82,61,58,166
12910,TSPAN17,737,790,1161,771,718,1942
12911,HK3,0,0,0,2,1,0
12912,UIMC1,393,355,566,345,417,1255
12913,ZNF346,190,146,241,132,110,431
12914,FGFR4,9,20,6,12,5,7
12915,NSD1,1730,1433,2349,1429,1537,4409
12916,RAB24,154,175,235,215,181,451
12917,PRELID1,1583,1203,1741,1651,1494,4866
12918,MXD3,59,70,41,57,45,199
12919,LMAN2,1672,1686,2242,2083,1353,4020
12920,RGS14,193,193,315,226,153,527
12922,F12,13,31,31,33,10,56
12923,GRK6,255,226,350,267,191,612
12925,PRR7,10,13,16,14,8,21
12926,DBN1,2184,2253,3171,2940,1837,6151
12927,PDLIM7,575,551,688,864,449,1537
12928,DOK3,63,101,89,90,83,209
12929,DDX41,1052,859,1455,1098,972,2907
12930,FAM193B,494,504,665,505,443,1253
12931,TMED9,1850,1846,2800,1784,1633,4791
12932,B4GALT7,259,278,439,320,232,815
12934,FAM153A,1,1,0,1,0,0
12938,RMND5B,97,105,162,110,97,241
12939,NHP2,647,556,799,784,555,1723
12940,HNRNPAB,2423,1996,3181,2091,2307,6989
12941,COL23A1,9,4,7,7,3,0
12942,CLK4,509,419,725,304,369,1053
12943,ZNF354A,190,199,475,223,204,561
12946,ZFP2,22,21,33,8,18,35
12947,ZNF454,14,8,24,14,13,39
12949,ZNF354C,41,22,54,30,29,88
12950,ADAMTS2,0,0,0,0,0,1
12951,RUFY1,452,382,649,341,337,1042
12952,HNRNPH1,6382,5659,9734,5217,5534,16422
12954,CANX,7749,6953,12095,6493,7206,19389
12955,MAML1,477,402,746,421,378,1193
12957,MGAT4B,1357,1275,1831,1503,1257,3637
12958,SQSTM1,7380,7048,10339,8038,7026,19871
12959,TBC1D9B,1394,1261,2023,1517,1236,3774
12960,RNF130,234,241,364,190,220,594
12962,MAPK9,417,358,552,287,322,955
12963,CNOT6,842,680,1353,660,767,2003
12965,FLT4,0,0,0,0,0,2
12966,MGAT1,2116,2081,3127,2080,1768,5583
12969,ZFP62,407,384,514,310,339,883
12971,TRIM7,320,249,466,257,257,764
12972,TRIM41,606,673,983,562,484,1456
12975,TRIM52,105,100,186,105,103,247
12976,DUSP22,246,253,317,199,218,623
12977,EXOC2,531,492,952,563,545,1506
12980,FOXF2,1,1,1,2,0,4
12981,FOXC1,654,709,1106,539,551,1573
12982,GMDS,571,509,786,469,501,1474
12983,MYLK4,5,4,10,10,10,16
12984,WRNIP1,1267,1199,1798,1099,1170,3284
12985,SERPINB1,1215,1025,1720,1611,1539,5400
12986,SERPINB9,60,54,132,72,62,168
12987,SERPINB6,1727,1414,2179,1546,1614,5007
12988,NQO2,38,49,81,33,41,117
12990,RIPK1,564,526,971,471,563,1588
12992,TUBB2A,189,152,258,192,213,593
12993,TUBB2B,5,7,12,5,12,38
12994,PSMG4,33,39,67,55,43,172
12995,SLC22A23,799,813,1288,849,724,1988
12996,PXDC1,856,851,1246,707,621,1831
12998,PRPF4B,1660,1549,2475,1228,1464,3574
12999,C6orf201,3,4,0,0,2,8
13000,ECI2,613,421,768,375,472,1427
13001,CDYL,564,517,847,516,575,1450
13002,RPP40,81,58,178,95,94,260
13004,LYRM4,246,229,312,201,199,676
13005,FARS2,145,150,197,127,134,364
13006,NRN1,4,0,1,3,1,5
13007,RREB1,835,788,1191,894,757,2097
13008,SSR1,857,801,1848,795,855,2216
13010,RIOK1,339,316,555,290,276,885
13011,DSP,36540,30847,49523,26684,29591,85735
13012,SNRNP48,124,166,339,126,130,368
13013,BMP6,5,9,0,4,5,12
13015,EEF1E1,10,12,64,9,5,13
13017,SLC35B3,182,246,440,211,174,485
13020,TFAP2A,1630,1681,2546,1749,1350,4512
13022,GCNT2,387,328,558,282,356,925
13023,C6orf52,15,10,15,5,12,23
13024,PAK1IP1,242,203,340,227,247,619
13025,TMEM14C,499,496,1040,494,429,1194
13026,TMEM14B,212,194,443,249,219,608
13028,SYCP2L,17,19,27,10,19,36
13029,ELOVL2,0,1,1,0,0,2
13031,NEDD9,591,580,869,835,857,2178
13033,ADTRP,99,76,165,66,97,199
13034,HIVEP1,512,532,883,522,567,1710
13035,EDN1,114,133,242,234,262,778
13036,PHACTR1,7,4,9,13,5,26
13038,TBC1D7,148,166,193,133,165,412
13039,GFOD1,150,161,207,174,119,395
13040,SIRT5,243,192,354,177,188,507
13041,NOL7,406,417,668,426,339,1101
13042,RANBP9,706,602,958,572,623,1820
13043,RNF182,0,0,0,0,0,1
13044,CD83,12,16,40,21,38,65
13045,JARID2,1039,1033,1698,1083,995,2757
13046,DTNBP1,93,78,143,76,67,235
13047,MYLIP,43,53,100,30,34,95
13048,GMPR,9,2,11,6,2,4
13049,ATXN1,257,325,475,296,271,716
13050,RBM24,68,77,100,70,63,186
13051,CAP2,176,129,244,136,117,407
13052,FAM8A1,168,176,364,125,159,467
13053,NUP153,629,583,1183,493,558,1546
13054,KIF13A,2051,1778,2871,1638,1571,4717
13055,NHLRC1,23,20,33,11,11,41
13056,TPMT,548,387,692,342,423,1179
13057,KDM1B,594,488,863,456,522,1269
13058,DEK,1203,1116,1715,743,783,2253
13059,RNF144B,724,777,1625,820,783,2280
13060,ID4,1,1,0,0,1,3
13061,MBOAT1,106,100,143,66,33,196
13062,E2F3,293,278,376,248,270,712
13063,CDKAL1,233,213,404,229,250,619
13064,SOX4,1960,2079,3573,2078,2036,5821
13066,MRS2,324,274,571,298,298,935
13067,GPLD1,9,7,15,4,13,20
13068,ALDH5A1,82,50,93,51,73,137
13069,KIAA0319,2,1,0,7,1,10
13070,TDP2,559,509,879,446,443,1246
13071,ACOT13,576,520,822,447,522,1535
13073,GMNN,145,112,220,120,115,346
13075,TRIM38,706,639,970,500,546,1741
13077,HIST1H3A,2,0,1,6,1,0
13078,HIST1H4B,1,0,0,1,0,0
13079,HIST1H3B,0,0,0,1,0,0
13080,HIST1H2AB,0,0,2,0,0,1
13081,HIST1H3C,0,6,0,6,1,0
13082,HIST1H1C,181,129,214,167,138,404
13083,HFE,169,166,273,132,117,331
13084,HIST1H4C,0,0,0,1,0,2
13086,HIST1H2BC,166,127,193,152,91,353
13087,HIST1H2AC,122,137,152,157,86,270
13088,HIST1H1E,0,0,3,8,2,1
13089,HIST1H2BD,668,654,1242,771,637,1776
13091,HIST1H4D,1,3,13,5,1,12
13092,HIST1H3D,17,14,25,20,13,37
13093,HIST1H2BF,5,1,7,5,4,14
13094,HIST1H4E,2,1,1,4,2,17
13095,HIST1H2BG,24,33,76,36,32,108
13097,HIST1H3E,10,15,30,12,14,44
13098,HIST1H1D,1,0,0,1,1,4
13099,HIST1H3F,0,0,0,4,0,0
13100,HIST1H2BH,10,5,5,6,5,16
13101,HIST1H3G,3,0,3,1,0,3
13102,HIST1H2BI,0,0,0,1,0,3
13103,HIST1H4H,24,27,53,36,26,77
13104,BTN3A2,329,269,469,248,246,702
13105,BTN2A2,242,200,279,212,237,613
13106,BTN3A1,230,220,373,218,250,662
13108,BTN3A3,151,181,294,153,165,445
13111,HMGN4,602,494,1114,511,571,1440
13112,ABT1,274,237,414,242,199,664
13113,ZNF322,57,83,125,59,44,136
13117,HIST1H2BJ,37,30,38,23,25,102
13118,HIST1H2AG,3,4,9,4,5,7
13119,HIST1H2BK,313,331,365,338,291,763
13120,HIST1H4I,0,0,0,1,0,1
13121,HIST1H2AH,0,1,2,0,0,0
13122,PRSS16,58,40,80,29,29,78
13123,POM121L2,1,1,0,1,0,4
13125,ZNF391,71,51,96,43,44,109
13126,ZNF184,190,175,326,138,169,409
13128,HIST1H2BL,0,2,0,0,3,3
13129,HIST1H2AI,5,8,2,6,8,10
13130,HIST1H3H,3,8,12,4,4,14
13131,HIST1H2AJ,3,4,1,0,1,3
13132,HIST1H2BM,0,0,0,0,0,3
13133,HIST1H4J,2,0,0,1,1,8
13134,HIST1H4K,0,1,3,1,1,5
13135,HIST1H2AK,1,3,2,7,0,0
13136,HIST1H2BN,4,8,21,8,6,28
13137,HIST1H2AL,0,0,0,0,0,1
13139,HIST1H3I,0,0,0,1,0,0
13140,HIST1H2AM,1,1,1,2,1,2
13142,OR2B6,0,0,0,0,0,2
13143,ZNF165,118,144,199,102,151,374
13145,ZSCAN16,70,55,96,44,60,169
13146,ZKSCAN8,285,265,452,191,250,631
13148,ZSCAN9,259,174,260,160,179,475
13149,ZKSCAN4,65,67,127,50,65,169
13150,NKAPL,13,6,11,8,8,23
13151,ZSCAN26,134,128,184,81,97,376
13152,PGBD1,76,52,78,37,46,135
13153,ZSCAN31,932,836,1229,641,751,1746
13154,ZKSCAN3,63,78,124,68,66,182
13155,ZSCAN12,97,80,162,73,98,279
13156,ZSCAN23,12,8,40,10,13,35
13157,TRIM27,575,466,815,578,533,1546
13158,ZNF311,70,59,81,42,47,162
13159,UBD,23,23,26,42,25,72
